landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at
GFP Real Estate,333 West 39th Street,333 West 39th Street,"333 West 39th Street was built in 1929 by the architects Shampan & Shampan, the building rises over 14 stories. Originally erected as a loft building, 333 West 39th Street has since been completely renovated to provide 105,000 square feet of quality loft-style commercial office space. The modernized building lobby is attended seven days a week and offers keycard access for convenient and secure access at all hours of the day. Building spaces feature high ceilings, polished concrete floors and tenant controlled central A/C, offering an ideal open work environment for all tenants alike. Spaces offer sub-metered electric and the building is pre-wired with high-speed CAT 6 internet, telecommunications and data services to suit all business' technology needs. Situated in the historic Fashion District and the newly defined Times Square South, the building is close to numerous area amenities; whether it be various retail opportunities or dining selections, the area has it all. With excellent transportation links close by, including Times Square-42nd Street station, Port Authority Bus Terminal, Penn Station, Madison Square Garden and Pier 79 Ferry Terminal, the building's location makes for easy access to come or go.",Office,P 2nd Floor - 203,2450,$39.00 PSF,Asset / Leasing Manager,Alan Steinberg,asteinberg@gfpre.com,(212) 560.3955,https://www.gfpre.com/properties/333-west-39th-street,2026-07-20T21:42:10+00:00
GFP Real Estate,333 West 39th Street,333 West 39th Street,"333 West 39th Street was built in 1929 by the architects Shampan & Shampan, the building rises over 14 stories. Originally erected as a loft building, 333 West 39th Street has since been completely renovated to provide 105,000 square feet of quality loft-style commercial office space. The modernized building lobby is attended seven days a week and offers keycard access for convenient and secure access at all hours of the day. Building spaces feature high ceilings, polished concrete floors and tenant controlled central A/C, offering an ideal open work environment for all tenants alike. Spaces offer sub-metered electric and the building is pre-wired with high-speed CAT 6 internet, telecommunications and data services to suit all business' technology needs. Situated in the historic Fashion District and the newly defined Times Square South, the building is close to numerous area amenities; whether it be various retail opportunities or dining selections, the area has it all. With excellent transportation links close by, including Times Square-42nd Street station, Port Authority Bus Terminal, Penn Station, Madison Square Garden and Pier 79 Ferry Terminal, the building's location makes for easy access to come or go.",Office,P 9th Floor - 901,2250,$39.00 PSF,Asset / Leasing Manager,Alan Steinberg,asteinberg@gfpre.com,(212) 560.3955,https://www.gfpre.com/properties/333-west-39th-street,2026-07-20T21:42:10+00:00
GFP Real Estate,333 West 39th Street,333 West 39th Street,"333 West 39th Street was built in 1929 by the architects Shampan & Shampan, the building rises over 14 stories. Originally erected as a loft building, 333 West 39th Street has since been completely renovated to provide 105,000 square feet of quality loft-style commercial office space. The modernized building lobby is attended seven days a week and offers keycard access for convenient and secure access at all hours of the day. Building spaces feature high ceilings, polished concrete floors and tenant controlled central A/C, offering an ideal open work environment for all tenants alike. Spaces offer sub-metered electric and the building is pre-wired with high-speed CAT 6 internet, telecommunications and data services to suit all business' technology needs. Situated in the historic Fashion District and the newly defined Times Square South, the building is close to numerous area amenities; whether it be various retail opportunities or dining selections, the area has it all. With excellent transportation links close by, including Times Square-42nd Street station, Port Authority Bus Terminal, Penn Station, Madison Square Garden and Pier 79 Ferry Terminal, the building's location makes for easy access to come or go.",Office,P 2nd Floor - 202,2100,$39.00 PSF,Asset / Leasing Manager,Alan Steinberg,asteinberg@gfpre.com,(212) 560.3955,https://www.gfpre.com/properties/333-west-39th-street,2026-07-20T21:42:10+00:00
GFP Real Estate,171 Madison Avenue,171 Madison Avenue,"171 Madison Avenue, also known as the Lewittes Building, was designed by the architect William H. Gompert and originally completed in 1918. It offers spaces that range from full floor to partial floor occupancy. The building features a brand new lobby, new building entrance and elevators while spaces offer excellent natural light with exposure on 3 sides. Located just one block from the Empire State Building, 171 Madison Avenue's neo-classical façade is brick with applied masonry. Access to the 6 train is one block away with further connections available at nearby Grand Central Station. Additionally there are many lunchtime options close by including Le Pain Quotidien and Korea Town favorites, with Nomad's vibrant dining scene just a short walk away.","Office, Showroom",P 6th Floor - 602,3700,$50.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/171-madison-avenue,2026-07-20T21:42:13+00:00
GFP Real Estate,171 Madison Avenue,171 Madison Avenue,"171 Madison Avenue, also known as the Lewittes Building, was designed by the architect William H. Gompert and originally completed in 1918. It offers spaces that range from full floor to partial floor occupancy. The building features a brand new lobby, new building entrance and elevators while spaces offer excellent natural light with exposure on 3 sides. Located just one block from the Empire State Building, 171 Madison Avenue's neo-classical façade is brick with applied masonry. Access to the 6 train is one block away with further connections available at nearby Grand Central Station. Additionally there are many lunchtime options close by including Le Pain Quotidien and Korea Town favorites, with Nomad's vibrant dining scene just a short walk away.",Office,P 3rd Floor - 300,2100,$55.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/171-madison-avenue,2026-07-20T21:42:13+00:00
GFP Real Estate,171 Madison Avenue,171 Madison Avenue,"171 Madison Avenue, also known as the Lewittes Building, was designed by the architect William H. Gompert and originally completed in 1918. It offers spaces that range from full floor to partial floor occupancy. The building features a brand new lobby, new building entrance and elevators while spaces offer excellent natural light with exposure on 3 sides. Located just one block from the Empire State Building, 171 Madison Avenue's neo-classical façade is brick with applied masonry. Access to the 6 train is one block away with further connections available at nearby Grand Central Station. Additionally there are many lunchtime options close by including Le Pain Quotidien and Korea Town favorites, with Nomad's vibrant dining scene just a short walk away.",Office,E 5th Floor - 500,8442,$48.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/171-madison-avenue,2026-07-20T21:42:13+00:00
GFP Real Estate,171 Madison Avenue,171 Madison Avenue,"171 Madison Avenue, also known as the Lewittes Building, was designed by the architect William H. Gompert and originally completed in 1918. It offers spaces that range from full floor to partial floor occupancy. The building features a brand new lobby, new building entrance and elevators while spaces offer excellent natural light with exposure on 3 sides. Located just one block from the Empire State Building, 171 Madison Avenue's neo-classical façade is brick with applied masonry. Access to the 6 train is one block away with further connections available at nearby Grand Central Station. Additionally there are many lunchtime options close by including Le Pain Quotidien and Korea Town favorites, with Nomad's vibrant dining scene just a short walk away.",Office,P 15th Floor - 1500,4000,$58.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/171-madison-avenue,2026-07-20T21:42:13+00:00
GFP Real Estate,10 Astor Place,10 Astor Place,"10 Astor place was built in 1876 by the architect Griffith Thomas in a neo-Grecian style, and originally constructed as a factory and printing office. This building stands 7 stories tall and encompasses 156,000 square feet featuring a recently renovated building lobby. The building's loft-like spaces feature high ceilings and large windows offering an abundance of natural light. Located on Astor Place and in the Noho district, the building is close to the buzz of the Village with NYU and Washington Square Park just moments away. Retail, coffee shops and restaurants offer a variety of amenities along with quick, easy access to the R, W and 6 trains. Noho, the neighborhood north of Houston Street and bounded by Broadway to the west and Bowery to the east,  stretches half a mile to the north to East 9th Street. Once home to New York’s elite and their palatial mansions, Noho has again become a haven for some of today’s biggest names. They make their homes in immaculately renovated loft spaces, new high-rise glass towers and boutique buildings designed by the likes of Herzog & de Meuron, whose 40 Bond Street with its graffiti gate
has become an architectural landmark over the last decade. The neighborhood caters to its residents with a mix of upscale bars and restaurants and more casual eateries and bars. Favorites include Levain Bakery, a New York institution,
and BondSt impeccable sushi in a slick setting. Coffee shops like La Colombe cater for the workday crowds, students and tourists alike.
Home to Cooper Union, the private college known for art, architecture and engineering, creative names of the future fill the streets between class, just as Andy Warhol, Jean-Michel
Basquiat and Robert Mapplethorpe did before them. Cooper Union’s Italianate Foundation Building dates back to the 1850s and is a major landmark in the area, as is its striking sister
building with its undulating ultra-modern curves situated on the neighborhood’s border with the East Village.",Retail,210-102 Part Ground/Part basement,3490,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/10-astor-place,2026-07-20T21:42:15+00:00
GFP Real Estate,10 Astor Place,10 Astor Place,"10 Astor place was built in 1876 by the architect Griffith Thomas in a neo-Grecian style, and originally constructed as a factory and printing office. This building stands 7 stories tall and encompasses 156,000 square feet featuring a recently renovated building lobby. The building's loft-like spaces feature high ceilings and large windows offering an abundance of natural light. Located on Astor Place and in the Noho district, the building is close to the buzz of the Village with NYU and Washington Square Park just moments away. Retail, coffee shops and restaurants offer a variety of amenities along with quick, easy access to the R, W and 6 trains. Noho, the neighborhood north of Houston Street and bounded by Broadway to the west and Bowery to the east,  stretches half a mile to the north to East 9th Street. Once home to New York’s elite and their palatial mansions, Noho has again become a haven for some of today’s biggest names. They make their homes in immaculately renovated loft spaces, new high-rise glass towers and boutique buildings designed by the likes of Herzog & de Meuron, whose 40 Bond Street with its graffiti gate
has become an architectural landmark over the last decade. The neighborhood caters to its residents with a mix of upscale bars and restaurants and more casual eateries and bars. Favorites include Levain Bakery, a New York institution,
and BondSt impeccable sushi in a slick setting. Coffee shops like La Colombe cater for the workday crowds, students and tourists alike.
Home to Cooper Union, the private college known for art, architecture and engineering, creative names of the future fill the streets between class, just as Andy Warhol, Jean-Michel
Basquiat and Robert Mapplethorpe did before them. Cooper Union’s Italianate Foundation Building dates back to the 1850s and is a major landmark in the area, as is its striking sister
building with its undulating ultra-modern curves situated on the neighborhood’s border with the East Village.",Office,E 6th Floor,19400,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/10-astor-place,2026-07-20T21:42:15+00:00
GFP Real Estate,10 Astor Place,10 Astor Place,"10 Astor place was built in 1876 by the architect Griffith Thomas in a neo-Grecian style, and originally constructed as a factory and printing office. This building stands 7 stories tall and encompasses 156,000 square feet featuring a recently renovated building lobby. The building's loft-like spaces feature high ceilings and large windows offering an abundance of natural light. Located on Astor Place and in the Noho district, the building is close to the buzz of the Village with NYU and Washington Square Park just moments away. Retail, coffee shops and restaurants offer a variety of amenities along with quick, easy access to the R, W and 6 trains. Noho, the neighborhood north of Houston Street and bounded by Broadway to the west and Bowery to the east,  stretches half a mile to the north to East 9th Street. Once home to New York’s elite and their palatial mansions, Noho has again become a haven for some of today’s biggest names. They make their homes in immaculately renovated loft spaces, new high-rise glass towers and boutique buildings designed by the likes of Herzog & de Meuron, whose 40 Bond Street with its graffiti gate
has become an architectural landmark over the last decade. The neighborhood caters to its residents with a mix of upscale bars and restaurants and more casual eateries and bars. Favorites include Levain Bakery, a New York institution,
and BondSt impeccable sushi in a slick setting. Coffee shops like La Colombe cater for the workday crowds, students and tourists alike.
Home to Cooper Union, the private college known for art, architecture and engineering, creative names of the future fill the streets between class, just as Andy Warhol, Jean-Michel
Basquiat and Robert Mapplethorpe did before them. Cooper Union’s Italianate Foundation Building dates back to the 1850s and is a major landmark in the area, as is its striking sister
building with its undulating ultra-modern curves situated on the neighborhood’s border with the East Village.",Office,E 7th Floor,19400,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/10-astor-place,2026-07-20T21:42:15+00:00
GFP Real Estate,305 Seventh Avenue,305 Seventh Avenue,"305 Seventh Avenue was constructed in 1920 and designed by the architects Schwartz & Gross & B.N. Marcus. Spanning 20 floors, the building is a commercial co-op located in the fashionable Chelsea neighborhood situated opposite the Fashion Institute of Technology, and is known for its numerous galleries. Chelsea's favorite coffee shops and restaurants, a local Whole Foods Market, as well as the infamous restaraunts offered in the neighborhood of Nomad to the east highlights an abundance of dining options available within a very short walk. Transportation is provided by the local 1 train a block away as well as rail links on the LIRR and Amtrak, plus multiple subways lines at nearby Penn Station and Herald Square.",Office,P. 12th Floor - Suite 12C,3400,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/305-seventh-avenue,2026-07-20T21:42:18+00:00
GFP Real Estate,305 Seventh Avenue,305 Seventh Avenue,"305 Seventh Avenue was constructed in 1920 and designed by the architects Schwartz & Gross & B.N. Marcus. Spanning 20 floors, the building is a commercial co-op located in the fashionable Chelsea neighborhood situated opposite the Fashion Institute of Technology, and is known for its numerous galleries. Chelsea's favorite coffee shops and restaurants, a local Whole Foods Market, as well as the infamous restaraunts offered in the neighborhood of Nomad to the east highlights an abundance of dining options available within a very short walk. Transportation is provided by the local 1 train a block away as well as rail links on the LIRR and Amtrak, plus multiple subways lines at nearby Penn Station and Herald Square.",Office,P. 19th Floor - Suite 1920,1200,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/305-seventh-avenue,2026-07-20T21:42:18+00:00
GFP Real Estate,305 Seventh Avenue,305 Seventh Avenue,"305 Seventh Avenue was constructed in 1920 and designed by the architects Schwartz & Gross & B.N. Marcus. Spanning 20 floors, the building is a commercial co-op located in the fashionable Chelsea neighborhood situated opposite the Fashion Institute of Technology, and is known for its numerous galleries. Chelsea's favorite coffee shops and restaurants, a local Whole Foods Market, as well as the infamous restaraunts offered in the neighborhood of Nomad to the east highlights an abundance of dining options available within a very short walk. Transportation is provided by the local 1 train a block away as well as rail links on the LIRR and Amtrak, plus multiple subways lines at nearby Penn Station and Herald Square.",Office,P. 20th Floor - Suite 2000,2700,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/305-seventh-avenue,2026-07-20T21:42:18+00:00
GFP Real Estate,307 West 36th Street,307 West 36th Street,"307 West 36th Street is a building completed in 1926 by the architect Emery Roth, it is a classic pre-war 18-story commercial high-rise building originally known as Garment Wear Arcade. Boasting an elegant recently renovated white marble arcade lobby, featuring entrances on both 36th and 37th Streets, the building offers more than 250,000 square feet of office space in the historic Garment District. 307 West 36th Street has become home to a wide range of tenants from notable fashion brand Rebecca Taylor to civic design firm, Urbahn Architects and many non-profits such as GOOD+ Foundation and the Neighborhood Housing Services of New York City. The building has a number of nearby transportation links including A, C and E trains, and the LIRR from Penn Station, which makes for easy access to and from the building. Located nearby are an array of exceptional food and beverage options to choose from whether it be day or night.",Office,P 14th Floor -  Suite 1400,6330,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/307-west-36th-street,2026-07-20T21:42:20+00:00
GFP Real Estate,307 West 36th Street,307 West 36th Street,"307 West 36th Street is a building completed in 1926 by the architect Emery Roth, it is a classic pre-war 18-story commercial high-rise building originally known as Garment Wear Arcade. Boasting an elegant recently renovated white marble arcade lobby, featuring entrances on both 36th and 37th Streets, the building offers more than 250,000 square feet of office space in the historic Garment District. 307 West 36th Street has become home to a wide range of tenants from notable fashion brand Rebecca Taylor to civic design firm, Urbahn Architects and many non-profits such as GOOD+ Foundation and the Neighborhood Housing Services of New York City. The building has a number of nearby transportation links including A, C and E trains, and the LIRR from Penn Station, which makes for easy access to and from the building. Located nearby are an array of exceptional food and beverage options to choose from whether it be day or night.",Office,12th Floor - Suite 1200,12000,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/307-west-36th-street,2026-07-20T21:42:20+00:00
GFP Real Estate,307 West 36th Street,307 West 36th Street,"307 West 36th Street is a building completed in 1926 by the architect Emery Roth, it is a classic pre-war 18-story commercial high-rise building originally known as Garment Wear Arcade. Boasting an elegant recently renovated white marble arcade lobby, featuring entrances on both 36th and 37th Streets, the building offers more than 250,000 square feet of office space in the historic Garment District. 307 West 36th Street has become home to a wide range of tenants from notable fashion brand Rebecca Taylor to civic design firm, Urbahn Architects and many non-profits such as GOOD+ Foundation and the Neighborhood Housing Services of New York City. The building has a number of nearby transportation links including A, C and E trains, and the LIRR from Penn Station, which makes for easy access to and from the building. Located nearby are an array of exceptional food and beverage options to choose from whether it be day or night.",Office,Pt. 5th Floor - Suite 501,3437,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/307-west-36th-street,2026-07-20T21:42:20+00:00
GFP Real Estate,318 West 39th Street,318 West 39th Street,"318 West 39th Street was built in 1915 by the architectural firm of Crow, Lewis, & Wickenhafer on the former site of the Finck Brewery and was originally named the Finck Building. The 8-story building's façade features classically inspired architectural detailing and a welcoming, modernized lobby. Building tenants include the famous bridal designer Amsale as well as Barbara Bush's non-profit organization, Global Health Corp. Situated in the historic Garment District, the building is conveniently close to many area amenities, including the trendy eateries of Hell's Kitchen, and ample transportation links including A, C and E trains on Eighth Avenue, the Port Authority Bus Terminal and nearby Times Square-42nd Street station. Garment District Office Space New York The Garment District lies at the heart of the commuter triangle, marked by Penn Station, Grand Central Station and Port Authority Terminal. Situated between Fifth Avenue and Ninth Avenue, from 34th to 42nd Streets, this area is also known as the Fashion District. It has a rich history as home to showrooms, fashion design and production houses, as well as garment wholesalers. Well-known labels like Carolina Herrera, Calvin Klein and Donna Karan among others all maintain a collection of showrooms, production centers and offices in the area. Even with its rich history in fashion, the economics of manufacturing have changed over the years, so the district has seen an influx of other businesses, including media, creative agencies, law firms and tech. Even so, local sample sales still prove popular with workers and residents. Art plays a vital role in the area with Space for Public Art – a street-level space for local artists and designers to grab the attention of passers-by – and Bene Rialto, featuring emerging brands, an educational co-working space and experiential event space. For a mix of art and café culture, MacarOn Café and Café Grumpy are popular destinations. For mainstream retail all needs are met at 34th Street and Herald Square. Bryant Park to the east offers open space and seating to meet and relax, alongside the stunning New York Public Library’s main building and its 50 million-plus catalog. The major transportation hubs at Penn Station and Times Square serve the Garment District, with access to 1,2,3,A,C,E,N,Q,R and W trains, plus connection to New Jersey Transit, Amtrak, and Long Island Rail Road. Metro-North Railroad can be accessed from Grand Central Terminal.",Office,Entire 10th Floor,13500,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/318-west-39th-street,2026-07-20T21:42:23+00:00
GFP Real Estate,318 West 39th Street,318 West 39th Street,"318 West 39th Street was built in 1915 by the architectural firm of Crow, Lewis, & Wickenhafer on the former site of the Finck Brewery and was originally named the Finck Building. The 8-story building's façade features classically inspired architectural detailing and a welcoming, modernized lobby. Building tenants include the famous bridal designer Amsale as well as Barbara Bush's non-profit organization, Global Health Corp. Situated in the historic Garment District, the building is conveniently close to many area amenities, including the trendy eateries of Hell's Kitchen, and ample transportation links including A, C and E trains on Eighth Avenue, the Port Authority Bus Terminal and nearby Times Square-42nd Street station. Garment District Office Space New York The Garment District lies at the heart of the commuter triangle, marked by Penn Station, Grand Central Station and Port Authority Terminal. Situated between Fifth Avenue and Ninth Avenue, from 34th to 42nd Streets, this area is also known as the Fashion District. It has a rich history as home to showrooms, fashion design and production houses, as well as garment wholesalers. Well-known labels like Carolina Herrera, Calvin Klein and Donna Karan among others all maintain a collection of showrooms, production centers and offices in the area. Even with its rich history in fashion, the economics of manufacturing have changed over the years, so the district has seen an influx of other businesses, including media, creative agencies, law firms and tech. Even so, local sample sales still prove popular with workers and residents. Art plays a vital role in the area with Space for Public Art – a street-level space for local artists and designers to grab the attention of passers-by – and Bene Rialto, featuring emerging brands, an educational co-working space and experiential event space. For a mix of art and café culture, MacarOn Café and Café Grumpy are popular destinations. For mainstream retail all needs are met at 34th Street and Herald Square. Bryant Park to the east offers open space and seating to meet and relax, alongside the stunning New York Public Library’s main building and its 50 million-plus catalog. The major transportation hubs at Penn Station and Times Square serve the Garment District, with access to 1,2,3,A,C,E,N,Q,R and W trains, plus connection to New Jersey Transit, Amtrak, and Long Island Rail Road. Metro-North Railroad can be accessed from Grand Central Terminal.",Office,Entire 2nd Floor,13500,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/318-west-39th-street,2026-07-20T21:42:23+00:00
GFP Real Estate,318 West 39th Street,318 West 39th Street,"318 West 39th Street was built in 1915 by the architectural firm of Crow, Lewis, & Wickenhafer on the former site of the Finck Brewery and was originally named the Finck Building. The 8-story building's façade features classically inspired architectural detailing and a welcoming, modernized lobby. Building tenants include the famous bridal designer Amsale as well as Barbara Bush's non-profit organization, Global Health Corp. Situated in the historic Garment District, the building is conveniently close to many area amenities, including the trendy eateries of Hell's Kitchen, and ample transportation links including A, C and E trains on Eighth Avenue, the Port Authority Bus Terminal and nearby Times Square-42nd Street station. Garment District Office Space New York The Garment District lies at the heart of the commuter triangle, marked by Penn Station, Grand Central Station and Port Authority Terminal. Situated between Fifth Avenue and Ninth Avenue, from 34th to 42nd Streets, this area is also known as the Fashion District. It has a rich history as home to showrooms, fashion design and production houses, as well as garment wholesalers. Well-known labels like Carolina Herrera, Calvin Klein and Donna Karan among others all maintain a collection of showrooms, production centers and offices in the area. Even with its rich history in fashion, the economics of manufacturing have changed over the years, so the district has seen an influx of other businesses, including media, creative agencies, law firms and tech. Even so, local sample sales still prove popular with workers and residents. Art plays a vital role in the area with Space for Public Art – a street-level space for local artists and designers to grab the attention of passers-by – and Bene Rialto, featuring emerging brands, an educational co-working space and experiential event space. For a mix of art and café culture, MacarOn Café and Café Grumpy are popular destinations. For mainstream retail all needs are met at 34th Street and Herald Square. Bryant Park to the east offers open space and seating to meet and relax, alongside the stunning New York Public Library’s main building and its 50 million-plus catalog. The major transportation hubs at Penn Station and Times Square serve the Garment District, with access to 1,2,3,A,C,E,N,Q,R and W trains, plus connection to New Jersey Transit, Amtrak, and Long Island Rail Road. Metro-North Railroad can be accessed from Grand Central Terminal.",Office,P 4th Floor - 401,6000,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/318-west-39th-street,2026-07-20T21:42:23+00:00
GFP Real Estate,322 Eighth Avenue,322 Eighth Avenue,"322 Eighth Avenue was originally built in 1925 by the architects George & Edward Blum in a neo-gothic style. A recent restoration preserved its historic features, while introducing an efficient, modern business environment. In 2015 the building entrance and façade were completely remodeled with a cohesive glass storefront giving the building a cleaner, more expansive look. The main entrance is articulated by a sculptural awning, fabricated by Kammetal in Williamsburg, Brooklyn. Thin aluminum bands smoothly extend from store signage, attractively disguising ventilation louvers, and twisting into a rounded canopy to lure visitors inside. The refurbished building has an elegant marble lobby and dramatic, vaulted ceiling. Five high speed passenger elevators have been upgraded to afford quick service to the building’s 21 floors. Dominating the lobby and complementing its distinctive decor is a stunning period mural. Painted in the style of the renowned American artist, Thomas Hart Benton, it has been expertly restored by a specialist from the Metropolitan Museum of Art. 322 Eighth Avenue sits at an outstanding location convenient to many amenities and transport links.",Retail,P Grnd Fl - Store 1,4801,$130.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/322-eighth-avenue,2026-07-20T21:42:25+00:00
GFP Real Estate,322 Eighth Avenue,322 Eighth Avenue,"322 Eighth Avenue was originally built in 1925 by the architects George & Edward Blum in a neo-gothic style. A recent restoration preserved its historic features, while introducing an efficient, modern business environment. In 2015 the building entrance and façade were completely remodeled with a cohesive glass storefront giving the building a cleaner, more expansive look. The main entrance is articulated by a sculptural awning, fabricated by Kammetal in Williamsburg, Brooklyn. Thin aluminum bands smoothly extend from store signage, attractively disguising ventilation louvers, and twisting into a rounded canopy to lure visitors inside. The refurbished building has an elegant marble lobby and dramatic, vaulted ceiling. Five high speed passenger elevators have been upgraded to afford quick service to the building’s 21 floors. Dominating the lobby and complementing its distinctive decor is a stunning period mural. Painted in the style of the renowned American artist, Thomas Hart Benton, it has been expertly restored by a specialist from the Metropolitan Museum of Art. 322 Eighth Avenue sits at an outstanding location convenient to many amenities and transport links.",Office,P 8th Floor - 803,2546,$52.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/322-eighth-avenue,2026-07-20T21:42:25+00:00
GFP Real Estate,322 Eighth Avenue,322 Eighth Avenue,"322 Eighth Avenue was originally built in 1925 by the architects George & Edward Blum in a neo-gothic style. A recent restoration preserved its historic features, while introducing an efficient, modern business environment. In 2015 the building entrance and façade were completely remodeled with a cohesive glass storefront giving the building a cleaner, more expansive look. The main entrance is articulated by a sculptural awning, fabricated by Kammetal in Williamsburg, Brooklyn. Thin aluminum bands smoothly extend from store signage, attractively disguising ventilation louvers, and twisting into a rounded canopy to lure visitors inside. The refurbished building has an elegant marble lobby and dramatic, vaulted ceiling. Five high speed passenger elevators have been upgraded to afford quick service to the building’s 21 floors. Dominating the lobby and complementing its distinctive decor is a stunning period mural. Painted in the style of the renowned American artist, Thomas Hart Benton, it has been expertly restored by a specialist from the Metropolitan Museum of Art. 322 Eighth Avenue sits at an outstanding location convenient to many amenities and transport links.",Office,P 6th Floor - 601,7000,$55.00 PSF,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/322-eighth-avenue,2026-07-20T21:42:25+00:00
GFP Real Estate,330 Seventh Avenue,330 Seventh Avenue,"330 Seventh Avenue was originally built in 1922 at a height of 239 feet and 20 floors by the architectural firm of Schwartz & Gross. An additional 2 floors were added to the top of the building for a total of 22 stories in 1927. The building boasts a brick exterior neo-classical facade and a brand new building entrance and welcoming canopy was completed in 2018. Along with the new building entrance, the lobby was completely renovated during the same period and is attended 24/7 for convenient and secure access at all hours of the day. Located a block north of the Fashion Institute of Technology, there are numerous daytime dining options along Seventh Avenue, including a Whole Foods Market to the south. Access to the local 1 train is on the building's doorstep, while to the north Penn Station and the Moynihan Train Hall offer multiple transportation links. Only a few blocks away, one can indulge in shopping at the iconic Macy's and various other famous retailers along 34th Street. Chelsea Office Space New York Bound by the Hudson River and Sixth Avenue, Chelsea stretches from 14th Street towards 34th Street.
Home to the High Line, which runs the length of Chelsea and more, a new energy has been injected into West Chelsea. The popular elevated walkway extends to 34th Street and 12th Avenue at Hudson Yards. An impressive mixed-use collection of skyscrapers, parks and plazas being built over the 28-acre West Side Rail Yard crowns Chelsea’s border with Midtown West as one of the most ambitious engineering and construction projects ever seen in the city. One of the larger neighborhoods in Manhattan, Chelsea offers a mix of architectural styles and atmospheres. Its wide avenues are filled with retail, offices, dining and apartment blocks, built on a dramatic scale. A fine pre-war example is Google's East Coast headquarters located at 111 Eighth Avenue, which occupies the full block between Eighth and Ninth Avenues, from 15th to 16th Street. Chelsea Market on Ninth Avenue has dozens of eateries and artisanal retailers. Other area favorites include Red Cat, Bottino, Cookshop and Trestle on Tenth. In the evenings, Peter McManus Café, hosts happy hour for beer with one of their famous burgers, while Bathtub Gin on Ninth serves cocktails in a more upscale speakeasy setting. Chelsea is served by 1, 2 and 3 trains along Seventh Avenue, A, C and E trains along Eighth Avenue and F and M trains along Sixth Avenue.
To the south, the L train terminal at 14th Street takes passengers east across town and to Brooklyn. To the north, the Hudson Yards station provides access to 7 trains, and Penn Station connects hundreds of thousands of passengers to commuter and Amtrak service.",Office,P 9th Floor - 901,3700,Negotiable,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/330-seventh-avenue,2026-07-20T21:42:28+00:00
